Institution,Query,Link 1,Link 2,Link 3
University of Iowa,University of Iowa SNU frat,https://www.greekrank.com/uni/277/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/277/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/277/fraternity/SNU-Sigma-Nu/92/rating/
Mercer University,Mercer University SNU frat,https://www.greekrank.com/uni/318/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/318/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/318/fraternity/SNU-Sigma-Nu/92/rating/
Purdue University Fort Wayne,Purdue University Fort Wayne SNU frat,https://www.purduesigmanu.org/,https://www.purdue.edu/fscl/councils/ifc/chapters.html,https://www.greekrank.com/uni/48/fraternity/SNU-Sigma-Nu/92/rating/
Tulane University of Louisiana,Tulane University of Louisiana SNU frat,https://greek.tulane.edu/,https://greek.tulane.edu/,https://www.greekrank.com/uni/60/fraternities/
Radford University,Radford University SNU frat,https://www.radford.edu/fraternity-sorority-life/index.html,https://www.radford.edu/fraternity-sorority-life/index.html,https://www.radford.edu/fraternity-sorority-life/index.html
Southern Utah University,Southern Utah University SNU frat,https://www.greekrank.com/uni/782/fraternities/,https://www.greekrank.com/uni/782/fraternities/,https://www.greekrank.com/uni/782/fraternities/
Fort Valley State University,Fort Valley State University SNU frat,https://www.fvsu.edu/students/student-organizations,,
North Dakota State University-Main Campus,North Dakota State University-Main Campus SNU frat,https://www.greekrank.com/uni/579/fraternities/,https://www.greekrank.com/uni/579/fraternities/,https://www.greekrank.com/uni/579/fraternities/
Lander University,Lander University SNU frat,https://www.lander.edu/campus-life/clubs-organizations/fraternity-sorority-life/index.html,https://www.lander.edu/campus-life/clubs-organizations/fraternity-sorority-life/index.html,https://www.lander.edu/student-life/clubs-organizations/fraternity-and-sorority-life
North Carolina A & T State University,North Carolina A & T State University SNU frat,https://ncat.edu/campus-life/student-affairs/departments/student-activities/greek-life/index.php,https://ncat.edu/campus-life/student-affairs/departments/student-activities/greek-life/index.php,https://en.wikipedia.org/wiki/List_of_North_Carolina_A%26T_State_University_fraternities_and_sororities
Duquesne University,Duquesne University SNU frat,https://www.duq.edu/life-at-duquesne/student-organizations-and-activities/greek-life/index.php,https://www.greekrank.com/uni/152/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/152/fraternity/SNU-Sigma-Nu/92/rating/
Salisbury University,Salisbury University SNU frat,https://www.salisbury.edu/administration/student-affairs/center-for-student-involvement-and-leadership/fraternity-and-sorority-life/,https://www.salisbury.edu/administration/student-affairs/center-for-student-involvement-and-leadership/fraternity-and-sorority-life/,https://www.salisbury.edu/administration/student-affairs/center-for-student-involvement-and-leadership/fraternity-and-sorority-life/
Texas Tech University,Texas Tech University SNU frat,https://www.greekrank.com/uni/52/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/52/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/52/fraternity/SNU-Sigma-Nu/92/rating/
Missouri University of Science and Technology,Missouri University of Science and Technology SNU frat,https://involvement.mst.edu/fraternityandsororitylife/,https://involvement.mst.edu/fraternityandsororitylife/,https://involvement.mst.edu/fraternityandsororitylife/
University of Idaho,University of Idaho SNU frat,https://www.uidaho.edu/student-life/greek/community/ifc-fraternities/sigma-nu,https://www.uidaho.edu/student-life/greek/community/ifc-fraternities/sigma-nu,https://www.uidaho.edu/student-life/greek/community/ifc-fraternities/sigma-nu
University of Central Arkansas,University of Central Arkansas SNU frat,https://uca.edu/gogreek/,https://www.greekrank.com/uni/205/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/205/fraternity/SNU-Sigma-Nu/92/rating/
Cornell College,Cornell College SNU frat,https://www.sigmanucornell.org/,https://www.cornellcollege.edu/greek-life/fraternities-and-sororities/index.shtml,https://www.cornellcollege.edu/greek-life/fraternities-and-sororities/index.shtml
Kansas State University,Kansas State University SNU frat,https://www.k-state.edu/sigmanu/,https://www.k-state.edu/fraternity-sorority/,https://www.k-state.edu/fraternity-sorority/
University of Arizona,University of Arizona SNU frat,https://arizonasigmanu.com/,https://greek.arizona.edu/,https://greek.arizona.edu/
University of Houston,University of Houston SNU frat,https://www.greekrank.com/uni/123/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/123/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/123/fraternity/SNU-Sigma-Nu/92/rating/
Western Carolina University,Western Carolina University SNU frat,https://www.wcu.edu/experience/dean-of-students/greek-student-engagement/index.aspx,https://www.greekrank.com/uni/384/fraternities/,https://www.greekrank.com/uni/384/fraternities/
Pennsylvania College of Technology,Pennsylvania College of Technology SNU frat,https://www.pct.edu/student-life/student-engagement,https://www.pct.edu/about/history/pennsylvania-college-of-technology,https://www.facebook.com/SigmaPiAtPCT/
Florida State University,Florida State University SNU frat,https://www.greekrank.com/uni/15/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/15/fraternity/SNU-Sigma-Nu/92/rating/,https://www.greekrank.com/uni/15/fraternity/SNU-Sigma-Nu/92/rating/
